"ID","High_Plant","Herbarium","Observation Date","Taxon","Observer","Source","Date","County","lat","lng","Location Description"
"wb515-222","1+",,"2011-09-27","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-09-27","Marin","37.9105388333","-122.6584926667","w of hwt 1"
"wb515-223","1+",,"2011-09-27","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service, SFAN Inventory and Monitoring","2011-09-27","Marin","37.9110358333","-122.6597936667","w of hwy 1"
"wb515-224","1+",,"2011-09-28","Carpobrotus edulis","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring","2011-09-28","Marin","37.8339103333","-122.5333975","on trail from nursery to maintenance yard"
"wb515-225","1+",,"2011-09-28","Carpobrotus edulis","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring","2011-09-28","Marin","37.8320163333","-122.5355005","w edge of parking kot"
"wb515-226","1+",,"2011-09-29","Carpobrotus edulis","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring","2011-09-29","Marin","37.8330937035","-122.5330565933","n side Kirkpatrick road"
"wb515-227","1+",,"2011-09-30","Carpobrotus edulis","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring","2011-09-30","Marin","37.8243433333","-122.5085841667","fisherman's trail at beach"
"wb515-228","1+",,"2011-03-01","Carpobrotus edulis","Wrubel, Eric","National Park Service, SFAN Inventory and Monitoring","2011-03-01","Marin","38.02907","-122.903083","On e edge of wave channel through dunes"
"wb681-163","1+",,"2010-02-02","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-02-02","San Mateo","37.1321953","-122.33687723",
"wb681-172","1+",,"2009-10-29","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2009-10-29","San Mateo","37.16588227","-122.36274387",
"wb681-173","1+",,"2009-10-29","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2009-10-29","San Mateo","37.15982823","-122.36035245",
"wb681-174","1+",,"2009-10-29","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2009-10-29","San Mateo","37.15883783","-122.36022103",
"wb681-175","1+",,"2009-10-29","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2009-10-29","San Mateo","37.15783179","-122.35996363",
"wb681-176","1+",,"2009-10-29","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2009-10-29","San Mateo","37.15564845","-122.35837026",
"wb681-177","1+",,"2010-01-11","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-01-11","San Mateo","37.1469447","-122.35243996",
"wb681-179","1+",,"2010-02-18","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-02-18","San Mateo","37.11725523","-122.31536711",
"wb681-180","1+",,"2009-11-04","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2009-11-04","San Mateo","37.27530575","-122.40911677",
"wb681-182","1+",,"2009-11-04","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2009-11-04","San Mateo","37.27127725","-122.40987774",
"wb681-184","1+",,"2010-01-29","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-01-29","San Mateo","37.26566752","-122.41253499",
"wb681-188","1+",,"2010-05-04","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-05-04","San Mateo","37.26694405","-122.40989669",
"wb681-189","1+",,"2010-05-04","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-05-04","San Mateo","37.27791986","-122.40890331",
"wb681-190","1+",,"2010-05-04","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-05-04","San Mateo","37.27937211","-122.40851525",
"wb681-191","1+",,"2010-05-06","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-05-06","San Mateo","37.25444596","-122.41497859",
"wb681-192","1+",,"2010-05-06","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-05-06","San Mateo","37.2595105","-122.41364803",
"wb681-196","1+",,"2010-02-02","Carpobrotus edulis","staff","State Parks WIMS 2009-2010","2010-02-02","San Mateo","37.12286451","-122.33667252",
"jgr22838","1+",,"1980-03-09","Carpobrotus edulis","Jeff Greenhouse",,"1980-03-09","Marin","37.9060368","-122.5449763","Mill Valley"
"in:580200","1+",,"2014-03-23","Carpobrotus edulis","Scott Loarie","iNaturalist","2014-03-23","San Mateo","37.501938","-122.495397","pillar point CA"
"in:205795","1+",,"2013-02-24","Carpobrotus edulis","Beatriz Arostegui","iNaturalist","2013-02-24","San Francisco","37.821","-122.5295","Marin Headlands, Sausalito, California"
"in:206231","1+",,"2013-02-24","Carpobrotus edulis","Arielle Parnes-Katz","iNaturalist","2013-02-24","San Francisco","37.8168333333","-122.526","Sausalito, Sausalito, California"
"in:232651","1+",,"2013-04-07","Carpobrotus edulis","calico","iNaturalist","2013-04-07","San Mateo","37.1824073319","-122.3930596921","Pigeon Point Lighthouse"
"in:574545","1+",,"2014-03-18","Carpobrotus edulis","ebabcock","iNaturalist","2014-03-18","San Francisco","37.713496","-122.500755","Fort Funston, San Francisco, California"
"in:575348","1+",,"2014-03-19","Carpobrotus edulis","Leslie Flint","iNaturalist","2014-03-19","San Mateo","37.619451","-122.487713","336 Seaside Dr, Pacifica, CA, US"
"in:248328","1+",,"2013-04-28","Carpobrotus edulis","Ken McGary","iNaturalist","2013-04-28","San Francisco","37.723352","-122.424465","McLaren Park, San Francisco, California"
"wb1184-168","1+",,"2013-04-10","Carpobrotus edulis","treilly","California State Parks WIMS","2013-04-10","San Mateo","37.11725799","-122.31614557","staging cliffs"
"in:88307","1+",,"2012-06-05","Carpobrotus edulis","Scott Loarie","iNaturalist","2012-06-05","San Francisco","37.755449","-122.444705",
"in:81398","1+",,"2012-05-19","Carpobrotus edulis","Scott Loarie","iNaturalist","2012-05-19","Marin","38.1229983847","-122.9550699104","Abbott's Lagoon"
"in:535828","1+",,"2014-02-16","Carpobrotus edulis","sierranicole","iNaturalist","2014-02-16","Alameda","37.863589","-122.314804",
"in:46334","1+",,"2012-01-07","Carpobrotus edulis","Scott Loarie","iNaturalist","2012-01-07","San Francisco","37.7834619829","-122.5108623505","sutro baths"
"in:264163","1+",,"2013-05-11","Carpobrotus edulis","Alan Joseph Williams","iNaturalist","2013-05-11","San Francisco","37.711865","-122.425806","McLaren Park, San Francisco, California"
"in:262904","1+",,"2013-05-11","Carpobrotus edulis","toshi","iNaturalist","2013-05-11","San Francisco","37.71974","-122.422497","McLaren Park, San Francisco, California"
"in:264878","1+",,"2013-05-11","Carpobrotus edulis","Scott Loarie","iNaturalist","2013-05-11","San Francisco","37.712007","-122.425832","San Francisco, California"
"in:262662","1+",,"2013-05-11","Carpobrotus edulis","jaiya","iNaturalist","2013-05-11","San Francisco","37.719917","-122.422905","McLaren Park, San Francisco, California"
"in:284975","1+",,"2013-06-01","Carpobrotus edulis","Scott Loarie","iNaturalist","2013-06-01","San Mateo","37.64132","-122.48181","Milagra Ridge, Pacifica, California"
"in:287098","1+",,"2013-06-02","Carpobrotus edulis","snakeinmypocket","iNaturalist","2013-06-02","Marin","38.2401666667","-122.9625",
"in:572272","1+",,"2014-03-16","Carpobrotus edulis","Scott Loarie","iNaturalist","2014-03-16","Alameda","37.836768","-122.297981","Emoryville, CA"
"wb1163-255","1+",,"2013-07-01","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2013-07-01","Marin","37.8590116666667","-122.575048","dune under stairs"
"wb1163-254","1+",,"2013-06-17","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2013-06-17","Marin","37.8367496666667","-122.490003333333","in coyote brush in clearing on hill"
"wb1163-241","1+",,"2012-06-21","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-06-21","San Mateo","37.5317555","-122.4989825","big patch right of trail"
"wb1163-240","1+",,"2012-06-14","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-06-14","San Mateo","37.6184766666667","-122.495480166667","at base of hillside"
"wb1163-239","1+",,"2012-05-07","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-05-07","Marin","37.8351486666667","-122.548105","east of trail"
"wb1163-238","1+",,"2012-05-03","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-05-03","Marin","37.8335315","-122.538542666667","north of social trail from parking lot"
"wb1163-253","1+",,"2013-04-09","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2013-04-09","Marin","37.8356351689931","-122.543745424344","n side of coastal trail"
"wb1163-252","1+",,"2012-09-21","Carpobrotus edulis","Wrubel, Eric","SFNPS Early Detection","2012-09-21","Marin","37.8354416666667","-122.543149166667","s side coastal trail"
"wb1163-251","1+",,"2012-09-17","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-09-17","San Francisco","37.806002","-122.469886833333","at intersection of long ave."
"wb1163-250","1+",,"2012-07-23","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-07-23","San Francisco","37.7870515","-122.501182333333","on inland side of slope"
"wb1163-249","1+",,"2012-07-16","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-07-16","San Mateo","37.51535","-122.46129","Roadside"
"wb1163-248","1+",,"2012-07-09","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-07-09","Marin","37.8351646666667","-122.535112666667","0702"
"wb1163-247","1+",,"2012-07-09","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-07-09","Marin","37.8326765","-122.536199333333","above wall"
"wb1163-246","1+",,"2012-07-02","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-07-02","San Francisco","37.7915206666667","-122.483796833333","5 m south of trail"
"wb1163-245","1+",,"2012-06-28","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-06-28","Marin","37.835438","-122.531664833333","hillside behind marine mammal building"
"wb1163-244","1+",,"2012-06-28","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-06-28","Marin","37.834726","-122.531628","parking lot in ceanothus"
"wb1163-243","1+",,"2012-06-26","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-06-26","San Mateo","37.5267371666667","-122.50578","left side of trail near intersection"
"wb1163-242","1+",,"2012-06-26","Carpobrotus edulis","Weed Watcher Volunteer,","SFNPS Early Detection","2012-06-26","San Mateo","37.5312373333333","-122.499037666667","under pine"
"wb1164-355","1+",,"2013-03-21","Carpobrotus edulis","Davis, Christine","SFAN I&M Early Detection","2013-03-21","Marin","38.0272758333333","-122.882706833333","marsh edge"
"wb1164-356","1+",,"2013-03-21","Carpobrotus edulis","Davis, Christine","SFAN I&M Early Detection","2013-03-21","Marin","38.0271316666667","-122.882845","limantour spit"
"wb1164-402","1+",,"2013-04-08","Carpobrotus edulis","Davis, Christine","SFAN I&M Early Detection","2013-04-08","Marin","38.1196266666667","-122.952876666667","abbotts lagoon"
"wb1164-481","1+",,"2013-05-28","Carpobrotus edulis","Davis, Christine","SFAN I&M Early Detection","2013-05-28","Marin","38.0350003333333","-122.983955333333","sfdrake"
"wb1164-483","1+",,"2013-05-28","Carpobrotus edulis","Davis, Christine","SFAN I&M Early Detection","2013-05-28","Marin","38.0296883333333","-122.985383333333","sfdrake"
"wb1164-484","1+",,"2013-05-28","Carpobrotus edulis","Davis, Christine","SFAN I&M Early Detection","2013-05-28","Marin","38.0467283333333","-122.977638333333","sfdrake"
"wb1164-541","1+",,"2013-06-19","Carpobrotus edulis","Davis, Christine","SFAN I&M Early Detection","2013-06-19","Marin","38.0616983333333","-122.973141666667","sfdrake rd"
"wb1164-542","1+",,"2013-06-19","Carpobrotus edulis","Davis, Christine","SFAN I&M Early Detection","2013-06-19","Marin","38.06592","-122.972136666667","sfdrake"
"wb1164-549","1+",,"2013-06-19","Carpobrotus edulis","Davis, Christine","SFAN I&M Early Detection","2013-06-19","Marin","38.0781583333333","-122.96214","sfdrake rd"
"in:376491","1+",,"2013-08-24","Carpobrotus edulis","Scott Loarie","iNaturalist","2013-08-24","San Francisco","37.723834","-122.505551","San Francisco, California"
"in:376771","1+",,"2013-08-24","Carpobrotus edulis","Jennifer Rycenga","iNaturalist","2013-08-24","San Francisco","37.71355","-122.503929","Fort Funston, San Francisco, California"
"in:387696","1+",,"2013-09-03","Carpobrotus edulis","d.","iNaturalist","2013-09-03","San Francisco","37.773479","-122.455673","Golden Gate Park, San Francisco, California"
"wb1171-21","1+",,"2013-08-22","Carpobrotus edulis","Wrubel, Eric","SFNPS Early Detection","2013-08-22","San Francisco","37.784578712","-122.507988583","n of trail"
"in:554336","1+",,"2014-03-05","Carpobrotus edulis","Marisa Rafter","iNaturalist","2014-03-05","Alameda","37.752813","-122.24634","Alameda"
"in:591142","1+",,"2014-03-28","Carpobrotus edulis","sfritz","iNaturalist","2014-03-28","San Francisco","37.826667","-122.423603","Alcatraz National Park, San Francisco, California"
"in:550755","1+",,"2014-03-01","Carpobrotus edulis","Brian Martin","iNaturalist","2014-03-01","Alameda","37.863042","-122.305019","Berkeley"
"in:437741","1+",,"2013-10-21","Carpobrotus edulis","Michael Chass�","iNaturalist","2013-10-21","Marin","37.859295","-122.575063","Muir Beach"
"in:443836","1+",,"2013-10-29","Carpobrotus edulis","Michael Chass�","iNaturalist","2013-10-29","Marin","37.83046885","-122.53640957",
"wb1185-8","1+",,"2013-03-13","Carpobrotus edulis","ariley","California State Parks WIMS","2013-03-13","San Mateo","37.15843796","-122.35986901","frank pt"
"wb1185-9","1+",,"2013-03-13","Carpobrotus edulis","treilly","California State Parks WIMS","2013-03-13","San Mateo","37.15570619","-122.35943247","Franklin Point"
"wb1185-10","1+",,"2013-03-13","Carpobrotus edulis","treilly","California State Parks WIMS","2013-03-13","San Mateo","37.15383469","-122.35856926","Franklin Point"
"wb1185-11","1+",,"2013-03-15","Carpobrotus edulis","treilly","California State Parks WIMS","2013-03-15","San Mateo","37.15134024","-122.35856761","Franklin Point"
"wb1185-12","1+",,"2013-03-15","Carpobrotus edulis","treilly","California State Parks WIMS","2013-03-15","San Mateo","37.15014911","-122.35796517","Franklin Point Main"
"wb1185-14","1+",,"2013-03-15","Carpobrotus edulis","lm","California State Parks WIMS","2013-03-15","San Mateo","37.12359349","-122.33696219","chucks house"
"wb1185-19","1+",,"2013-03-28","Carpobrotus edulis","treilly","California State Parks WIMS","2013-03-28","San Mateo","37.26228006","-122.41296384","equal access"
"wb1185-20","1+",,"2013-03-28","Carpobrotus edulis","treilly","California State Parks WIMS","2013-03-28","San Mateo","37.25691876","-122.41430831","south pesc parking area"
"in:472218","1+",,"2013-12-01","Carpobrotus edulis","nudibranchmom","iNaturalist","2013-12-01","San Mateo","37.498935","-122.496145","W Point Ave, El Granada, CA, US"
"wb1184-165","1+",,"2013-04-10","Carpobrotus edulis","treilly","California State Parks WIMS","2013-04-10","San Mateo","37.1324089","-122.33657617","chucks house1"
"wb1184-163","1+",,"2013-04-03","Carpobrotus edulis","treilly","California State Parks WIMS","2013-04-03","San Mateo","37.27821726","-122.40900892","north pescadero bluff"
"wb1184-162","1+",,"2013-04-03","Carpobrotus edulis","treilly","California State Parks WIMS","2013-04-03","San Mateo","37.27161558","-122.40977374","S of N Pescadero parking lot"
"wb1184-161","1+",,"2013-04-03","Carpobrotus edulis","treilly","California State Parks WIMS","2013-04-03","San Mateo","37.26635253","-122.40973305","1st patch n & e of bridgeY"
"wb1184-156","1+",,"2013-03-28","Carpobrotus edulis","Dave p","California State Parks WIMS","2013-03-28","San Mateo","37.26512178","-122.41262629","W of highway"
"wb1184-155","1+",,"2013-03-13","Carpobrotus edulis","treilly","California State Parks WIMS","2013-03-13","San Mateo","37.16245331","-122.36043028","Gazos-Twin Towers Dunes"
"wb1184-153","1+",,"2013-03-13","Carpobrotus edulis","ariley","California State Parks WIMS","2013-03-13","San Mateo","37.1469959","-122.35299854","s frank pt"
"wb1184-148","1+",,"2013-02-22","Carpobrotus edulis","ALE","California State Parks WIMS","2013-02-22","San Mateo","37.16589829","-122.36274251","FRANKLIN POINT15"
"mg2004",,,"2014-02-11","Carpobrotus edulis","Vertin Alvarez ",,"2014-02-11","Marin","37.89636","-122.526168",
"mg2020",,,"2014-02-11","Carpobrotus edulis","Vertin Alvarez ",,"2014-02-11","Marin","37.88647","-122.521178",
"in:590055","1+",,"2014-03-28","Carpobrotus edulis","cdquock","iNaturalist","2014-03-28","San Francisco","37.800484","-122.480159",
"in:587200","1+",,"2014-03-28","Carpobrotus edulis","mwoodworth","iNaturalist","2014-03-28","San Francisco","37.792544","-122.446692",
"in:586399","1+",,"2014-03-28","Carpobrotus edulis","jacmccl","iNaturalist","2014-03-28","San Francisco","37.712475","-122.499922","Fort Funston, San Francisco, California"
"in:585336","1+",,"2014-03-27","Carpobrotus edulis","Michael Chass�","iNaturalist","2014-03-27","San Francisco","37.775785","-122.511059","Sutro Dunes"
"in:596639","1+",,"2014-03-29","Carpobrotus edulis","perlmutter","iNaturalist","2014-03-29","San Francisco","37.802202","-122.477819","The Presidio of San Francisco, San Francisco, CA, US"
"in:593134","1+",,"2014-03-28","Carpobrotus edulis","rudyard","iNaturalist","2014-03-28","San Francisco","37.7397194444","-122.5078111111","Golden Gate Natl. Rec. Area - SF, San Francisco, Golden Gate National Recreation Area, California"
"in:593018","1+",,"2014-03-28","Carpobrotus edulis","Coty Sifuentes-Winter","iNaturalist","2014-03-28","San Francisco","37.79081","-122.485787",
"in:592023","1+",,"2014-03-28","Carpobrotus edulis","Scott Loarie","iNaturalist","2014-03-28","San Francisco","37.803614","-122.469025","The Presidio of San Francisco, San Francisco, CA, US"
"in:590425","1+",,"2014-03-28","Carpobrotus edulis","Lew Stringer","iNaturalist","2014-03-28","San Francisco","37.79121","-122.474317","The Presidio of San Francisco, San Francisco, CA, US"
"in:588968","1+",,"2014-03-28","Carpobrotus edulis","jenniferdumas","iNaturalist","2014-03-28","San Francisco","37.820743","-122.529627","Marin Headlands, Sausalito, CA, US"
"in:588645","1+",,"2014-03-28","Carpobrotus edulis","petercollier","iNaturalist","2014-03-28","San Francisco","37.8011644","-122.46799419",
"in:598819","1+",,"2014-03-28","Carpobrotus edulis","hkase","iNaturalist","2014-03-28","San Francisco","37.791858","-122.447964",
"in:659286","1+",,"2014-05-04","Carpobrotus edulis","Ken-ichi Ueda","iNaturalist","2014-05-04","San Francisco","37.747019","-122.469956","Hawk Hill Park, San Francisco, CA, US"
"wb1295-2",,,"2014-05-19","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-05-19","Marin","38.18859","-122.95751","parking lot near restrooms"
"wb1295-1",,,"2014-05-23","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-05-23","Marin","37.997048","-123.015154","s side of lighthouse rd."
"wb1295-0",,,"2014-05-23","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-05-23","Marin","37.996667","-123.014444","s side of lighthouse road"
"wb1294-3",,,"2014-05-21","Carpobrotus edulis","Aquila, Joseph","National Park Service","2014-05-21","Marin","37.834167","-122.53342",
"wb1294-18",,,"2014-05-19","Carpobrotus edulis","Unitis, Matt","National Park Service","2014-05-19","Marin","37.834337","-122.530661","MARINE MAMMAL DRAINAGE"
"wb1294-19",,,"2014-05-21","Carpobrotus edulis","Aquila, Joseph","National Park Service","2014-05-21","Marin","37.834167","-122.53342","BETWEEN COASTAL Trail ROAD AND MAINTENANCE"
"wb1292-5",,,"2014-03-27","Carpobrotus edulis","Wrubel, Eric","National Park Service","2014-03-27","Marin","37.826864","-122.490845","bluffs at kirby cove beach"
"wb1292-49",,,"2014-04-22","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service","2014-04-22","Marin","37.833351","-122.481644","TRAIL GG"
"wb1292-50",,,"2014-04-22","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service","2014-04-22","Marin","37.833915","-122.474882","edge along rocky beach"
"wb1292-51",,,"2014-04-22","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service","2014-04-22","Marin","37.835854","-122.474008","trail"
"wb1292-102",,,"2014-04-28","Carpobrotus edulis","Weed Watcher Volunteer,","National Park Service","2014-04-28","Marin","37.829815","-122.526623","RESIDENT RD"
"in:782501","1+",,"2014-07-13","Carpobrotus edulis","Jennifer Rycenga","iNaturalist","2014-07-13","San Mateo","37.5110583333","-122.5065383333","900?982 Airport St, Moss Beach, CA, US"
"wb1323-1",,,"2014-06-12","Carpobrotus edulis","Huizenga, Emily","National Park Service","2014-06-12","San Mateo","37.619722","-122.490543","s side of fire rd"
"wb1323-26",,,"2014-06-05","Carpobrotus edulis","Aquila, Joseph","National Park Service","2014-06-05","San Francisco","37.82126","-122.529619","POINT BONITA LIGHTHOUSE TRAIL"
"wb1323-27",,,"2014-06-05","Carpobrotus edulis","Aquila, Joseph","National Park Service","2014-06-05","Marin","37.826851","-122.520295","TRAIL ALONG CONZELMAN"
"in:783383","1+",,"2014-07-13","Carpobrotus edulis","tui","iNaturalist","2014-07-13","San Mateo","37.511505","-122.5070033333","900?982 Airport St, Moss Beach, CA, US"
"in:777500","1+",,"2014-07-10","Carpobrotus edulis","Todd Plummer","iNaturalist","2014-07-10","Marin","38.155536","-122.948589",
"mg6580","1+",,"2014-08-11","Carpobrotus edulis","Pete Frye","Marin County Parks Staff","2014-08-11","Marin","38.079077942854674","-122.52875620499253","under tree along roadside"
"wb1326-21",,,"2014-07-10","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-10","Marin","37.997607","-123.010352","nw side of sir francis drake road"
"wb1326-22",,,"2014-07-23","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-23","Marin","38.024473","-122.986494","east side of sir francis drake road"
"wb1326-23",,,"2014-07-23","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-23","Marin","38.035753","-122.983969","both sides of sir francis drake road"
"wb1326-24",,,"2014-07-09","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-09","Marin","38.046765","-122.974865","east side of sir francis drake road"
"wb1326-25",,,"2014-07-10","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-10","Marin","38.030435","-122.962025","north side of drakes beach road"
"wb1326-26",,,"2014-07-09","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-09","Marin","38.048234","-122.973868","east side of sir francis drake road"
"wb1326-27",,,"2014-07-09","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-09","Marin","38.044954","-122.971637","north side of drakes beach rd between 2 patches"
"wb1326-28",,,"2014-07-09","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-09","Marin","38.043866","-122.970784","one patch n side of drakes beach road"
"wb1326-29",,,"2014-07-07","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-07","Marin","38.06244","-122.973047","east side of sir francis drake road"
"wb1326-30",,,"2014-07-07","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-07","Marin","38.059956","-122.973993","hill on west side of sir francis drake road"
"wb1326-31",,,"2014-07-07","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-07","Marin","38.051551","-122.974807","east side of sir francis drake road"
"wb1326-32",,,"2014-07-02","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-02","Marin","38.077167","-122.962331","east side of side of sir francis drake road, small patch"
"wb1326-33",,,"2014-07-07","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-07-07","Marin","38.072761","-122.96689","east side of sir francis drake road"
"in:877079","1+",,"2014-09-14","Carpobrotus edulis","Ken-ichi Ueda","iNaturalist","2014-09-14","Alameda","37.8260876611","-122.3166853377","I-80 W, Oakland, CA, US"
"wb1333-19",,,"2014-08-04","Carpobrotus edulis","Huizenga, Emily","National Park Service","2014-08-04","Marin","37.91803","-122.669035","w side of hwy 1"
"wb1333-20",,,"2014-08-04","Carpobrotus edulis","Huizenga, Emily","National Park Service","2014-08-04","Marin","37.914631","-122.665286","w side of hwy 1"
"wb1333-21",,,"2014-08-04","Carpobrotus edulis","Huizenga, Emily","National Park Service","2014-08-04","Marin","37.925205","-122.676702","w side of hwy 1"
"wb1333-22",,,"2014-08-04","Carpobrotus edulis","Huizenga, Emily","National Park Service","2014-08-04","Marin","37.924119","-122.675065","w side of hwy 1"
"wb1334-11",,,"2014-09-22","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-09-22","Marin","38.205627","-122.925445","unnamed trail, near the water"
"wb1334-12",,,"2014-08-22","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-08-22","Marin","38.026479","-122.888205","edge of limantour beach"
"wb1334-13",,,"2014-08-22","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-08-22","Marin","38.027657","-122.895162","small patch along limantour beach"
"wb1334-14",,,"2014-08-22","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-08-22","Marin","38.028058","-122.897551","limantour beach, just a few plants"
"wb1334-15",,,"2014-08-22","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-08-22","Marin","38.03006","-122.905682","limantour spit"
"wb1334-16",,,"2014-08-22","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-08-22","Marin","38.026636","-122.885843","west side of the limantour spit trail"
"wb1334-17",,,"2014-08-06","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-08-06","Marin","38.111771","-122.890513","west side of pierce point road"
"wb1334-18",,,"2014-09-10","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-09-10","Marin","38.03164","-122.940211","15 m west of bluff, drakes beach"
"wb1334-19",,,"2014-09-10","Carpobrotus edulis","Stevenson, Nicholas","National Park Service","2014-09-10","Marin","38.032041","-122.939486","base of drakes beach bluff"
"in:1064619","1+",,"2014-11-08","Carpobrotus edulis","Rebecca Johnson","iNaturalist","2014-11-08","San Francisco","37.735005","-122.3759166667","Inda Basin Shoreline Park, San Francisco, CA, US"
"in:1062440","1+",,"2014-11-08","Carpobrotus edulis","Peter Brastow","iNaturalist","2014-11-08","San Francisco","37.738484","-122.376493",
"in:1080445","1+",,"2014-11-16","Carpobrotus edulis","Michael Chass�","iNaturalist","2014-11-16","San Francisco","37.81305","-122.369641","Clipper Cove Beach, Yerba Buena Island"
"gx22095",,,"2010-08-25","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2010-08-25","Marin","37.82949833333333","-122.52783499999997","2 small patches south east of road to nike missile"
"gx22051",,,"2009-11-23","Carpobrotus edulis","Maria Alvarez","National Park Service [SFAN]","2009-11-23","Marin","37.83650551058813","-122.54708372160206","along the edge of eastern drop off in lower elevation"
"gx21939",,,"2010-02-17","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2010-02-17","Marin","37.84851866666666","-122.49189316666667","in cypress removal site below wolf ridge road25 m"
"gx21684",,,"2011-10-31","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2011-10-31","Marin","37.83433456752591","-122.53374433101358","roads maintenance yard"
"gx20270",,,"2013-03-24","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24","Marin","37.824861067409586","-122.5261413250745","uphill n in cypress ne of camp"
"gx21454",,,"2015-01-11","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2015-01-11","Marin","37.82456091795911","-122.52905500555924","west of battery wallace"
"gx21407",,,"2014-11-06","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-06","Marin","37.82440990497106","-122.52790002038012","top of battery wallace"
"gx21397",,,"2014-11-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-04","Marin","37.82489422638674","-122.52615537612711","below trail"
